Time (s)	ECG	reBAP	Markers
736.105	-9.5	106.5	
736.11	-10.25	106.5	
736.115	-10	106.8	
736.12	-9.25	106.8	
736.125	-9.75	106.8	
736.13	-10.25	106.3	
736.135	-10	105.8	
736.14	-9	105.3	
736.145	-9.5	104.5	
736.15	-10.5	103.5	
736.155	-10.25	102.8	
736.16	-9.25	102	
736.165	-10	100.8	
736.17	-10.5	99.8	
736.175	-10.25	98.5	
736.18	-9.5	97.5	
736.185	-10	96	
736.19	-10.5	95	
736.195	-10.25	94	
736.2	-9.5	92.8	
736.205	-10	91.8	
736.21	-10.75	90.8	
736.215	-10.5	89.5	
736.22	-9.75	88.8	
736.225	-10.25	87.5	
736.23	-11	86.5	
736.235	-10.5	85.8	
736.24	-9.5	84.8	
736.245	-10.25	84.3	
736.25	-10.75	83.3	
736.255	-10.25	82.5	
736.26	-9.25	81.8	
736.265	-9.75	81	
736.27	-10.5	80.3	
736.275	-10.25	79.5	
736.28	-9.25	78.8	
736.285	-10	78	
736.29	-10.75	77.3	
736.295	-10.25	76.8	
736.3	-9.25	76	
736.305	-9.75	75.5	
736.31	-10.5	75	
736.315	-9.75	74.5	
736.32	-9	74.3	
736.325	-9.75	74	
736.33	-10.25	73.8	
736.335	-9.75	73.5	
736.34	-8.75	73.5	
736.345	-9.5	73.3	
736.35	-10.25	73	
736.355	-10	73	
736.36	-9	73	
736.365	-9.75	73	
736.37	-10.25	73.5	
736.375	-9.75	73.5	
736.38	-8.75	74	
736.385	-9.5	74	
736.39	-10.25	74.8	
736.395	-9.75	75	
736.4	-9	75.3	
736.405	-9.5	75.8	
736.41	-10	76	
736.415	-10	76.5	
736.42	-9	76.8	
736.425	-9	77	
736.43	-9.75	77.3	
736.435	-9.5	77.5	
736.44	-8.75	77.8	
736.445	-8.75	78	
736.45	-9.5	78	
736.455	-9.5	78	
736.46	-8.75	78	
736.465	-8.75	78.3	
736.47	-9.25	78	
736.475	-9.25	78	
736.48	-8.25	78	
736.485	-8.25	77.8	
736.49	-7.25	77.8	
736.495	-5	77.5	
736.5	-3.75	77	
736.505	-4.25	77	
736.51	-5.25	76.8	
736.515	-5.25	76.5	
736.52	-5	76.3	
736.525	-5.75	76	
736.53	-8.5	75.8	
736.535	-10.25	75.5	
736.54	-11.25	75.3	
736.545	-12.5	75	
736.55	-13.75	74.5	
736.555	-13.5	74.3	
736.56	-11.25	74	
736.565	-11.25	73.8	
736.57	-11.75	73.3	
736.575	-11.75	73	
736.58	-11.5	72.8	
736.585	-11.75	72.3	
736.59	-12.25	72	
736.595	-11.75	71.8	
736.6	-10.5	71.5	
736.605	-10.5	71.3	
736.61	-11.25	71	
736.615	-11	70.5	
736.62	-10.25	70.5	
736.625	-12	70	
736.63	-15.25	69.8	
736.635	-17.75	69.5	
736.64	-18.25	69	
736.645	-15.75	68.8	
736.65	-0.5	68.5	
736.655	27	68.5	
736.66	64.75	68.3	
736.665	81	68.3	
736.67	66.75	67.8	
736.675	51.75	67.8	
736.68	34.25	67.5	
736.685	13	67	
736.69	-3.25	67	
736.695	-11.5	67	
736.7	-12.75	66.8	
736.705	-14.5	66.5	
736.71	-15.75	66.3	
736.715	-14.5	66	
736.72	-11.75	65.8	
736.725	-10.5	65.5	
736.73	-10.25	65.3	
736.735	-9.25	65.3	
736.74	-8.25	64.8	
736.745	-8.25	64.8	
736.75	-8.75	64.8	
736.755	-8.5	64.5	
736.76	-7.25	64.5	
736.765	-7.25	64	
736.77	-7.75	64	
736.775	-7.75	64	
736.78	-6.75	63.8	
736.785	-6.75	63.8	
736.79	-7.25	63.5	
736.795	-6.75	63.5	
736.8	-5.75	63	
736.805	-5.75	63	
736.81	-6	62.8	
736.815	-5.5	62.8	
736.82	-4.5	62.5	
736.825	-4.75	62.5	
736.83	-5.5	62.5	
736.835	-5.25	62.5	
736.84	-4.25	62.3	
736.845	-4.25	62.3	
736.85	-4.75	62.3	
736.855	-4.25	62	
736.86	-3	62	
736.865	-2.75	62	
736.87	-2.75	61.5	
736.875	-2	61.5	
736.88	-0.25	61.3	
736.885	0	61	
736.89	0.25	61.3	
736.895	1.5	61	
736.9	2.75	61	
736.905	3.5	60.8	
736.91	3.5	60.5	
736.915	4.75	60.5	
736.92	6.5	60.5	
736.925	6.75	60.5	
736.93	6.75	60.5	
736.935	7.75	60.8	
736.94	8.5	61	
736.945	8	61.8	
736.95	7.25	63.5	
736.955	7.25	65	
736.96	7	67	
736.965	5	70	
736.97	2.75	73.5	
736.975	1.75	77.5	
736.98	1.25	81.5	
736.985	-0.5	85.5	
736.99	-2.25	89.5	
736.995	-2.5	93	
737	-2.75	95.8	
737.005	-4	98.3	
737.01	-5	100.3	
737.015	-4.75	102	
737.02	-4.75	103.5	
737.025	-6	104.8	
737.03	-6.75	105.5	
737.035	-6	106.3	
737.04	-5	107	
737.045	-5.5	107.3	
737.05	-6.5	107.5	
737.055	-6.25	107.8	
737.06	-5.5	108	
737.065	-6.25	107.8	
737.07	-6.75	107.5	
737.075	-6	107.3	
737.08	-5.75	106.8	
737.085	-6.5	106	
737.09	-7.25	105.3	
737.095	-6.75	104.3	
737.1	-5.75	103.5	
737.105	-6.25	102.5	
737.11	-7	101.3	
737.115	-6	100.3	
737.12	-5.5	99	
737.125	-6.5	98	
737.13	-7	96.8	
737.135	-6.25	95.5	
737.14	-5.25	94.5	
737.145	-6.25	93.3	
737.15	-7	92	
737.155	-6.25	91	
737.16	-5	90	
737.165	-6.25	89	
737.17	-7.25	88	
737.175	-6.5	87	
737.18	-6	86.3	
737.185	-6.5	85.3	
737.19	-7	84.3	
737.195	-6	83.8	
737.2	-5	82.8	
737.205	-6	82	
737.21	-6.75	81	
737.215	-6	80.5	
737.22	-5.25	79.8	
737.225	-5.75	79	
737.23	-6.5	78.3	
737.235	-6	77.5	
737.24	-5	77	
737.245	-5.75	76.5	
737.25	-6.25	75.8	
737.255	-5.75	75.5	
737.26	-5.25	75	
737.265	-5.75	74.8	
737.27	-6.25	74.5	
737.275	-5.75	74.3	
737.28	-5.25	74	
737.285	-6.25	73.8	
737.29	-7	73.8	
737.295	-6.25	73.8	
737.3	-5.25	73.8	
737.305	-5.75	74	
737.31	-6.25	74.3	
737.315	-6	74.5	
737.32	-5.25	74.5	
737.325	-6.25	75	
737.33	-6.75	75.5	
737.335	-6	75.5	
737.34	-5.5	76.3	
737.345	-6.5	76.8	
737.35	-7	77	
737.355	-6.25	77.5	
737.36	-5.25	77.8	
737.365	-6	78.3	
737.37	-7	78.5	
737.375	-6.25	78.8	
737.38	-5.5	79	
737.385	-6.25	79.3	
737.39	-6.75	79.5	
737.395	-5.75	79.5	
737.4	-5	79.5	
737.405	-6	79.5	
737.41	-6.5	79.5	
737.415	-6.25	79.5	
737.42	-5.5	79.3	
737.425	-5.5	79	
737.43	-5.5	79	
737.435	-4.25	78.8	
737.44	-2	78.5	
737.445	-2	78.5	
737.45	-2.75	78.3	
737.455	-2.75	78	
737.46	-2.5	77.5	
737.465	-3	77.5	
737.47	-3.75	77.3	
737.475	-4.75	76.8	
737.48	-6.75	76.5	
737.485	-9	76.5	
737.49	-10	76	
737.495	-10	75.8	
737.5	-10	75.5	
737.505	-10.25	75	
737.51	-10.25	74.5	
737.515	-9.5	74.3	
737.52	-8.5	74	
737.525	-9	73.8	
737.53	-9.75	73.3	
737.535	-9.5	73	
737.54	-8.5	72.8	
737.545	-8.75	72.5	
737.55	-9.25	72	
737.555	-8.75	72	
737.56	-7.75	71.8	
737.565	-8.25	71.5	
737.57	-10.5	71.3	
737.575	-12.75	70.8	
737.58	-16.25	70.5	
737.585	-19.5	70.5	
737.59	-18.5	70	
737.595	-3.5	69.8	
737.6	22.5	69.8	
737.605	58.5	69.5	
737.61	85.75	69.5	
737.615	76.75	69	
737.62	62.75	69	
737.625	46.25	68.8	
737.63	25	68.3	
737.635	7	68	
737.64	-5	68	
737.645	-11.25	67.8	
737.65	-12.75	67.8	
737.655	-13.5	67.5	
737.66	-12.75	67.5	
737.665	-11.75	67	
737.67	-10.5	67	
737.675	-8.5	66.8	
737.68	-7.25	66.8	
737.685	-7.25	66.5	
737.69	-7.75	66.3	
737.695	-7.25	66.3	
737.7	-6.5	65.8	
737.705	-6.5	65.8	
737.71	-6.75	65.5	
737.715	-6.25	65.5	
737.72	-5.5	65.5	
737.725	-5.5	65.3	
737.73	-5.5	65.3	
737.735	-5	64.8	
737.74	-4.5	64.8	
737.745	-4.75	64.5	
737.75	-5.25	64.5	
737.755	-4.75	64.5	
737.76	-4	64.3	
737.765	-4	64	
737.77	-4.25	64	
737.775	-4	64	
737.78	-3.25	63.8	
737.785	-3.25	63.8	
737.79	-3.5	63.8	
737.795	-3	63.3	
737.8	-2	63.3	
737.805	-2	63.3	
737.81	-2	63	
737.815	-1.5	63	
737.82	-0.25	62.8	
737.825	0	62.8	
737.83	0.25	62.5	
737.835	1.5	62.5	
737.84	2.75	62.3	
737.845	2.5	62.3	
737.85	2.5	62.3	
737.855	3.75	62.3	
737.86	4.75	62.3	
737.865	4.75	61.8	
737.87	4.75	61.8	
737.875	5.25	61.8	
737.88	6.75	61.8	
737.885	6.75	62	
737.89	6.75	62.5	
737.895	7	63	
737.9	7	64.3	
737.905	5.5	65.8	
737.91	4	68	
737.915	3.5	70.8	
737.92	3	74	
737.925	1	77.8	
737.93	-0.5	81.5	
737.935	-0.75	85.8	
737.94	-1	89.3	
737.945	-2.25	92.8	
737.95	-3.5	95.8	
737.955	-3.5	98.3	
737.96	-3.25	100.3	
737.965	-4.25	102	
737.97	-5	103.3	
737.975	-4.25	104.5	
737.98	-3.75	105.3	
737.985	-4.5	106	
737.99	-5	106.5	
737.995	-4.5	107.3	
738	-3.75	107.3	
738.005	-4.5	107.5	
738.01	-5.5	107.3	
738.015	-4.75	107.3	
738.02	-4.75	107	
738.025	-5.5	106.8	
738.03	-6	106.3	
738.035	-5.25	105.5	
738.04	-4.75	104.8	
738.045	-5.75	103.8	
738.05	-6.25	102.8	
738.055	-5.25	101.5	
738.06	-4.75	100.5	
738.065	-5.5	99.3	
738.07	-6.25	98.3	
738.075	-5.25	97	
738.08	-4.75	95.8	
738.085	-5.75	94.8	
738.09	-6.5	93.5	
738.095	-5.75	92	
738.1	-5	91	
738.105	-6	90	
738.11	-6.5	89	
738.115	-5.75	87.8	
738.12	-5	87	
738.125	-5.5	86	
738.13	-6.25	85	
738.135	-5.5	83.8	
738.14	-4.75	83	
738.145	-5.75	82	
738.15	-6.5	81.3	
738.155	-5.75	80.5	
738.16	-5.25	79.5	
738.165	-6	78.5	
738.17	-6.75	78	
738.175	-6	77	
738.18	-5	76.5	
738.185	-6	75.8	
738.19	-6.75	75.3	
738.195	-6.5	74.5	
738.2	-5.5	74	
738.205	-6	73.8	
738.21	-6.5	73.5	
738.215	-6	73.3	
738.22	-5.5	73	
738.225	-6.25	72.8	
738.23	-6.5	72.5	
738.235	-5.5	72.8	
738.24	-5.25	72.8	
738.245	-6.25	73	
738.25	-6.75	72.8	
738.255	-6.5	73	
738.26	-5.5	73.3	
738.265	-6.25	73.8	
738.27	-7	74.5	
738.275	-6.25	74.8	
738.28	-6	75.3	
738.285	-6.75	75.8	
738.29	-6.75	76.5	
738.295	-6	77.3	
738.3	-5.5	77.5	
738.305	-6.25	78.3	
738.31	-6.75	78.5	
738.315	-5.25	79	
738.32	-3.25	79.3	
738.325	-2	79.5	
738.33	-2	79.8	
738.335	-1.5	80	
738.34	-1.25	80	
738.345	-2.25	80.3	
738.35	-2.75	80.3	
738.355	-2.5	80	
738.36	-4	80.3	
738.365	-7.25	80	
738.37	-9.5	79.8	
738.375	-9.5	79.5	
738.38	-9.75	79.3	
738.385	-10.75	79	
738.39	-10	79	
738.395	-8.5	78.8	
738.4	-8.25	78.5	
738.405	-9.25	78.3	
738.41	-9.75	78	
738.415	-9.25	77.5	
738.42	-8.5	77	
738.425	-8.5	76.8	
738.43	-8.75	76.5	
738.435	-8.75	76.3	
738.44	-8	76	
738.445	-8	75.5	
738.45	-8.5	75	
738.455	-9	74.8	
738.46	-11.25	74.5	
738.465	-15.5	74.3	
738.47	-18.25	73.8	
738.475	-16.5	73.5	
738.48	-1.75	73.5	
738.485	22.75	73	
738.49	58.75	72.5	
738.495	87.25	72.3	
738.5	78.25	72.3	
738.505	61.5	71.8	
738.51	43.25	71.5	
738.515	22	71.3	
738.52	4.25	71.3	
738.525	-7.5	70.8	
738.53	-12.5	70.8	
738.535	-12.5	70.5	
738.54	-12.5	70.3	
738.545	-12.5	70	
738.55	-11.5	69.8	
738.555	-8.75	69.3	
738.56	-7.25	69	
738.565	-7.25	69	
738.57	-7.5	68.8	
738.575	-6.75	68.8	
738.58	-6	68.5	
738.585	-6	68.3	
738.59	-6.5	68	
738.595	-5.75	67.8	
738.6	-5	67.8	
738.605	-5	67.5	
738.61	-5.25	67.5	
738.615	-4.75	67	
738.62	-4.25	66.8	
738.625	-4.5	66.8	
738.63	-5	66.8	
738.635	-4.5	66.5	
738.64	-3.75	66.5	
738.645	-4	66	
738.65	-4.25	66	
738.655	-3.75	65.8	
738.66	-3	65.8	
738.665	-3.25	65.8	
738.67	-3.25	65.8	
738.675	-3	65.5	
738.68	-2.25	65.3	
738.685	-2.25	65.3	
738.69	-2.5	65.3	
738.695	-1.75	64.8	
738.7	-0.75	64.8	
738.705	-0.75	64.5	
738.71	-0.75	64.3	
738.715	0.75	64.5	
738.72	2	64	
738.725	2	64	
738.73	2	64	
738.735	3.25	64	
738.74	4	63.8	
738.745	4	63.8	
738.75	4	63.5	
738.755	5.25	63.5	
738.76	6.5	63.5	
738.765	6.5	63.5	
738.77	6.5	63.8	
738.775	7	64.3	
738.78	7	65	
738.785	6.25	66	
738.79	4.75	68	
738.795	4.25	70.5	
738.8	3.5	73.8	
738.805	1.25	77.3	
738.81	-0.25	81	
738.815	-0.5	85	
738.82	-1.25	88.8	
738.825	-3	92.5	
738.83	-4.5	96	
738.835	-4.5	99	
738.84	-4.5	101.3	
738.845	-5.5	103.3	
738.85	-6	105	
738.855	-5.75	106.3	
738.86	-5.75	107.3	
738.865	-6.5	108.3	
738.87	-7	109	
738.875	-6.5	109.5	
738.88	-6.25	109.8	
738.885	-6.75	110	
738.89	-7	110.3	
738.895	-7	110	
738.9	-6.5	110.3	
738.905	-7	109.8	
738.91	-7.5	109.3	
738.915	-6.75	108.8	
738.92	-6.25	108	
738.925	-7.25	107.3	
738.93	-8	106.5	
738.935	-7	105.5	
738.94	-7	104.5	
738.945	-7.75	103.3	
738.95	-8.25	102	
738.955	-7.5	100.8	
738.96	-7	99.8	
738.965	-8	98.8	
738.97	-8.5	97.5	
738.975	-7.75	96.5	
738.98	-7	95.3	
738.985	-8.25	94	
738.99	-8.75	93	
738.995	-8	92	
739	-7.5	90.8	
739.005	-8.25	90	
739.01	-8.75	89	
739.015	-8	88	
739.02	-7.5	87.3	
739.025	-8.25	86.5	
739.03	-8.75	85.5	
739.035	-8	84.8	
739.04	-7.75	84	
739.045	-8.5	83.3	
739.05	-9	82.5	
739.055	-8.25	81.5	
739.06	-8	81	
739.065	-8.5	80	
739.07	-9	79.3	
739.075	-8.25	78.5	
739.08	-7.75	78	
739.085	-8.75	77.5	
739.09	-9.25	77.3	
739.095	-8.75	76.8	
739.1	-8.25	76.5	
739.105	-9.25	76.3	
739.11	-9.5	76	
739.115	-8.5	76	
739.12	-8	76	
739.125	-9	76	
739.13	-9.25	76	
739.135	-8.5	75.8	
739.14	-8	76	
739.145	-9	76.5	
739.15	-9.25	76.8	
739.155	-8.5	77.3	
739.16	-8	77.3	
739.165	-9	77.8	
739.17	-9	78.5	
739.175	-8.25	79	
739.18	-8	79.3	
739.185	-8.75	79.8	
739.19	-9.25	80.3	
739.195	-8.5	80.5	
739.2	-8	80.8	
739.205	-9	81.3	
739.21	-9.5	81.3	
739.215	-8.5	81.5	
739.22	-8.25	81.8	
739.225	-8.75	81.8	
739.23	-9.25	82	
739.235	-8.75	82	
739.24	-8.25	81.8	
739.245	-8.75	81.8	
739.25	-8.5	81.5	
739.255	-6.25	81.5	
739.26	-4	81.5	
739.265	-4.25	81	
739.27	-5	81	
739.275	-4.75	80.5	
739.28	-4.75	80.5	
739.285	-5.75	80.3	
739.29	-6.5	79.8	
739.295	-7.75	79.8	
739.3	-9.75	79.5	
739.305	-12.5	79	
739.31	-13.75	78.8	
739.315	-13.25	78.3	
739.32	-12.75	77.8	
739.325	-12.75	77.5	
739.33	-12.5	77.3	
739.335	-11.75	76.8	
739.34	-11.5	76.3	
739.345	-12.25	76	
739.35	-12.5	75.8	
739.355	-11.75	75.8	
739.36	-11.25	75.3	
739.365	-12	75	
739.37	-12	74.5	
739.375	-11	74.3	
739.38	-10.25	73.8	
739.385	-11.25	73.5	
739.39	-13	73.3	
739.395	-14.5	72.8	
739.4	-17.25	72.8	
739.405	-20	72.5	
739.41	-18.5	72.3	
739.415	-3.25	72	
739.42	23	71.8	
739.425	58.25	71.5	
739.43	81.75	71.3	
739.435	71.25	71	
739.44	54.5	70.8	
739.445	34.75	70.5	
739.45	13	70.3	
739.455	-2.75	70	
739.46	-11.75	69.8	
739.465	-15	69.8	
739.47	-15.25	69.5	
739.475	-15.25	69.3	
739.48	-14	69	
739.485	-13	69	
739.49	-11.75	68.5	
739.495	-10	68.3	
739.5	-9.5	68.3	
739.505	-9.75	68	
739.51	-9.75	68	
739.515	-9	67.8	
739.52	-8.5	67.8	
739.525	-8.5	67.3	
739.53	-8.5	67.3	
739.535	-8	67.3	
739.54	-7.5	67	
739.545	-8	67	
739.55	-8	66.5	
739.555	-7	66.5	
739.56	-6.5	66.3	
739.565	-6.75	66.3	
739.57	-6.75	66	
739.575	-6.25	66	
739.58	-5.75	66	
739.585	-6	66	
739.59	-6	65.5	
739.595	-5.5	65.5	
739.6	-5	65.5	
739.605	-5	65.5	
739.61	-5	65.5	
739.615	-4.25	65	
739.62	-3.5	65	
739.625	-3.75	65	
739.63	-3.75	64.8	
739.635	-2.5	64.8	
739.64	-1.25	64.5	
739.645	-1.25	64.3	
739.65	-0.75	64.3	
739.655	1	64.3	
739.66	2	64.3	
739.665	2	64	
739.67	2.5	64	
739.675	4	63.8	
739.68	5	63.8	
739.685	5.25	63.5	
739.69	5.5	63.5	
739.695	7.25	63.5	
739.7	7.75	63.5	
739.705	7.75	64	
739.71	7.25	64.8	
739.715	7.25	66	
739.72	7.25	67.8	
739.725	5.75	70.3	
739.73	4	73	
739.735	3.25	76.8	
739.74	1.75	81	
739.745	0.25	85	
739.75	-1.75	89	
739.755	-2.25	93	
739.76	-2.75	96.5	
739.765	-4.5	99.5	
739.77	-5.25	102	
739.775	-5.25	104.5	
739.78	-5.25	106.3	
739.785	-6.25	108	
739.79	-7	109	
739.795	-6.75	109.8	
739.8	-6.5	110.8	
739.805	-7.25	111	
739.81	-7.25	111.5	
739.815	-7	112	
739.82	-6.75	112	
739.825	-7.5	112	
739.83	-8	111.8	
739.835	-7.5	111.5	
739.84	-7.25	111	
739.845	-7.75	110.5	
739.85	-8	110	
739.855	-7.5	109.3	
739.86	-7.25	108.3	
739.865	-7.5	107.3	
739.87	-7.75	106	
739.875	-7.5	105	
739.88	-7.25	104	
739.885	-7.5	102.5	
739.89	-7.5	101.5	
739.895	-7.25	100	
739.9	-7	99	
739.905	-7.75	97.8	
739.91	-7.75	96.8	
739.915	-7	95.5	
739.92	-6.75	94.5	
739.925	-7.25	93.3	
739.93	-7.25	92.3	
739.935	-6.25	91.3	
739.94	-6.25	90	
739.945	-7	89.5	
739.95	-7.25	88.5	
739.955	-7	87.5	
739.96	-6.5	86.8	
739.965	-6.75	85.8	
739.97	-7	85.3	
739.975	-6.5	84.5	
739.98	-6.25	83.5	
739.985	-6.75	82.8	
739.99	-7.5	81.8	
739.995	-6.75	81.3	
740	-6.5	80.8	
740.005	-6.75	80	
740.01	-7	79.3	
740.015	-6.25	79	
740.02	-6.25	78.5	
740.025	-7	78	
740.03	-7.25	77.5	
740.035	-6.75	77.3	
740.04	-6.75	77	
740.045	-6.75	76.8	
740.05	-7	76.8	
740.055	-6.5	76.5	
740.06	-6.25	76.5	
740.065	-6.75	76.8	
740.07	-6.75	77	
740.075	-6.5	77.3	
740.08	-6.25	77.3	
740.085	-6.5	77.5	
740.09	-6.75	78	
740.095	-6.25	78.5	
740.1	-6	79	
740.105	-6.5	79.3	
740.11	-6.5	79.8	
740.115	-6	80	
740.12	-6	80.5	
740.125	-6.5	80.8	
740.13	-6.75	81.3	
740.135	-6.25	81.5	
740.14	-6	81.8	
740.145	-6.25	82	
740.15	-6.25	82.3	
740.155	-5.75	82.3	
740.16	-5.5	82.5	
740.165	-6.25	82.5	
740.17	-6.25	82.3	
740.175	-5.5	82.3	
740.18	-5.5	82.3	
740.185	-6.5	82.3	
740.19	-7	82.3	
740.195	-6.25	82	
740.2	-5.75	81.5	
740.205	-5.75	81.5	
740.21	-5.75	81.3	
740.215	-4	81	
740.22	-2.25	80.8	
740.225	-1.75	80.5	
740.23	-1.75	80.3	
740.235	-1.25	79.8	
740.24	-1.25	79.3	
740.245	-2	79.3	
740.25	-2.5	78.8	
740.255	-2.75	78.5	
740.26	-5	77.8	
740.265	-8	77.5	
740.27	-9.25	77.3	
740.275	-9.25	77	
740.28	-9.25	76.8	
740.285	-9.25	76.3	
740.29	-9	76	
740.295	-8	75.5	
740.3	-8	75.3	
740.305	-8.25	75	
740.31	-8.5	74.5	
740.315	-8.25	74.3	
740.32	-8	74	
740.325	-8.25	73.8	
740.33	-8.25	73.5	
740.335	-7.25	73	
740.34	-7	73	
740.345	-7.5	72.8	
740.35	-8.75	72.3	
740.355	-10.25	72.3	
740.36	-13.5	72	
740.365	-17	71.5	
740.37	-17	71.3	
740.375	-6	71.3	
740.38	16.25	71	
740.385	48.25	71	
740.39	81.25	70.5	
740.395	78.75	70.5	
740.4	63.25	70.3	
740.405	48.25	69.8	
740.41	29	69.8	
740.415	11	69.5	
740.42	-2.25	69.3	
740.425	-9.5	69.3	
740.43	-11	69	
740.435	-11	69	
740.44	-10.75	68.5	
740.445	-9.5	68.5	
740.45	-8	68.3	
740.455	-6	68.3	
740.46	-5.5	68	
740.465	-6	68	
740.47	-5.5	67.5	
740.475	-4.25	67.5	
740.48	-3.75	67.3	
740.485	-4.75	67.3	
740.49	-4.75	67.3	
740.495	-3.75	67	
740.5	-3.25	66.8	
740.505	-3.75	66.8	
740.51	-3.75	66.5	
740.515	-2.5	66.5	
740.52	-2.5	66.5	
740.525	-3	66	
740.53	-2.5	65.8	
740.535	-1.75	65.5	
740.54	-1.75	65.8	
740.545	-2.25	65.5	
740.55	-2	65.5	
740.555	-0.75	65.5	
740.56	-0.5	65.3	
740.565	-1.5	65.3	
740.57	-1.25	65.3	
740.575	0	65.3	
740.58	0	65	
740.585	0.25	65	
740.59	1	64.8	
740.595	2.5	64.5	
740.6	2.75	64.3	
740.605	2.5	64.3	
740.61	3.25	64.3	
740.615	5	64.3	
740.62	5.75	64.3	
740.625	5.5	64.3	
740.63	6	64	
740.635	7.5	64	
740.64	7.75	63.5	
740.645	7.5	63.5	
740.65	8	63.5	
740.655	10	63.5	
740.66	10.25	63.3	
740.665	9.75	63.5	
740.67	10	64	
740.675	10.75	64.8	
740.68	10.5	65.3	
740.685	8.75	67	
740.69	7.75	69.3	
740.695	8.25	72.3	
740.7	6.75	75.5	
740.705	4.75	79.3	
740.71	3.5	83.3	
740.715	3.25	87.3	
740.72	2.25	91	
740.725	0.25	94.8	
740.73	-0.25	97.5	
740.735	0.25	100.3	
740.74	0	102.5	
740.745	-0.75	104.5	
740.75	-1.25	105.8	
740.755	-0.75	106.8	
740.76	-0.75	107.8	
740.765	-1.5	108.3	
740.77	-1.5	108.8	
740.775	-0.75	109	
740.78	-1	109.3	
740.785	-2.25	109.5	
740.79	-2.5	109.5	
740.795	-1.75	109.5	
740.8	-1.5	109	
740.805	-2.5	108.5	
740.81	-2.75	107.8	
740.815	-1.75	107	
740.82	-1.75	106.3	
740.825	-2.5	105.3	
740.83	-2.5	104.3	
740.835	-1.75	103.3	
740.84	-1.75	102	
740.845	-2.75	100.8	
740.85	-2.75	99.5	
740.855	-1.25	98.3	
740.86	-1.5	97	
740.865	-2.75	95.8	
740.87	-2.75	94.8	
740.875	-1.75	93.5	
740.88	-1.5	92.3	
740.885	-2.25	91	
740.89	-2.25	90	
740.895	-1.5	88.8	
740.9	-1.5	87.8	
740.905	-2.5	86.8	
740.91	-2.5	86	
740.915	-2	85	
740.92	-1.75	84	
740.925	-2.5	83	
740.93	-2.5	82.3	
740.935	-2.25	81.5	
740.94	-2.25	80.5	
740.945	-3	79.8	
740.95	-3	78.8	
740.955	-2.25	78	
740.96	-2.25	77.3	
740.965	-3	76.8	
740.97	-3.25	76	
740.975	-2.5	75.5	
740.98	-2.25	75	
740.985	-2.75	74.8	
740.99	-2.75	74.5	
740.995	-2.5	74.3	
741	-2.5	74	
741.005	-3	73.5	
741.01	-3	73.5	
741.015	-2.5	73.8	
741.02	-2.25	74	
741.025	-3	74	
741.03	-3.25	74.5	
741.035	-2.5	74.5	
741.04	-2.5	75	
741.045	-3.25	75.5	
741.05	-3.5	76	
741.055	-2.75	76.5	
741.06	-2.75	77	
741.065	-3	77.5	
741.07	-3	78.5	
741.075	-2.75	78.8	
741.08	-2.75	79.5	
741.085	-3	79.8	
741.09	-3	80.3	
741.095	-2.75	80.8	
741.1	-2.75	81.3	
741.105	-3	81.3	
741.11	-3	81.5	
741.115	-2.25	81.5	
741.12	-2.25	82	
741.125	-2.75	82	
741.13	-2.75	82	
741.135	-2	82	
741.14	-2	81.8	
741.145	-2.5	81.5	
741.15	-2	81.3	
741.155	0.5	81.3	
741.16	1.75	81	
741.165	1.5	80.8	
741.17	1.25	80.5	
741.175	1.75	80.3	
741.18	1.75	80	
741.185	1	79.8	
741.19	0	79.5	
741.195	-1.5	79	
741.2	-4	78.5	
741.205	-5.75	78.3	
741.21	-6.75	78	
741.215	-6.75	77.5	
741.22	-6.25	77.3	
741.225	-6.25	77	
741.23	-5.75	76.5	
741.235	-5.25	76	
741.24	-5.25	75.5	
741.245	-5.75	75.3	
741.25	-5.75	75.3	
741.255	-5.25	74.8	
741.26	-5.25	74.5	
741.265	-5.25	74	
741.27	-5.25	73.8	
741.275	-4.25	73.5	
741.28	-4.25	73.3	
741.285	-5.75	73	
741.29	-8.25	72.5	
741.295	-10.75	72.5	
741.3	-13.75	72	
741.305	-15	71.8	
741.31	-7	71.5	
741.315	14.75	71.3	
741.32	46	71	
741.325	82	71	
741.33	85	70.5	
741.335	69.75	70.5	
741.34	54.25	70.3	
741.345	33	70	
741.35	13	69.8	
741.355	0.5	69.5	
741.36	-6.5	69.5	
741.365	-9	69	
741.37	-10	69	
741.375	-9.25	68.8	
741.38	-8	68.8	
741.385	-6.5	68.3	
741.39	-5	68.3	
741.395	-3.25	68	
741.4	-3.25	68	
741.405	-3.75	67.8	
741.41	-3.75	67.8	
741.415	-2.5	67.3	
741.42	-2.5	67.3	
741.425	-3.25	67	
741.43	-2.75	67	
741.435	-1.75	66.8	
741.44	-1.75	66.8	
741.445	-2	66.5	
741.45	-1.75	66.5	
741.455	-0.5	66.3	
741.46	-0.75	66	
741.465	-1.25	66	
741.47	-1	66	
741.475	-0.25	65.8	
741.48	-0.25	65.8	
741.485	-1	65.5	
741.49	-0.5	65.3	
741.495	0.75	65	
741.5	0.5	65	
741.505	0	65	
741.51	0.25	65.3	
741.515	1.25	65.3	
741.52	1.5	65	
741.525	1.25	65	
741.53	1.5	64.5	
741.535	3	64.3	
741.54	3.25	64	
741.545	3	64.3	
741.55	4	64	
741.555	5.75	64	
741.56	6	64	
741.565	6	63.8	
741.57	6.5	63.8	
