Time (s)	ECG	reBAP	Markers
0	0.75	0	
0.005	1	0	
0.01	0	0	
0.015	-1.25	0	
0.02	-1.25	0	
0.025	-0.5	0	
0.03	-0.5	0	
0.035	-1.75	0	
0.04	-1.75	0	
0.045	-0.75	0	
0.05	-1	0	
0.055	-2.25	0	
0.06	-2.25	0	
0.065	-1.25	0	
0.07	-1.5	0	
0.075	-2.5	0	
0.08	-2	0	
0.085	-1	0	
0.09	-1.25	0	
0.095	-2.25	0	
0.1	-2.25	0	
0.105	-1	0	
0.11	-1.25	0	
0.115	-2	0	
0.12	-2	0	
0.125	-1	0	
0.13	-1.25	0	
0.135	-1.75	0	
0.14	-1.5	0	
0.145	-0.75	0	
0.15	-1	0	
0.155	-1.75	0	
0.16	-1.75	0	
0.165	-1	0	
0.17	-1.25	0	
0.175	-2	0	
0.18	-1.75	0	
0.185	-0.75	0	
0.19	-1	0	
0.195	-1.5	0	
0.2	-1.5	0	
0.205	-0.75	0	
0.21	-1.25	0	
0.215	-1.75	0	
0.22	-1.75	0	
0.225	-0.75	0	
0.23	-1.25	0	
0.235	-2.25	0	
0.24	-2.25	0	
0.245	-1	0	
0.25	-1.5	0	
0.255	-2.25	0	
0.26	-2.25	0.3	
0.265	-1	0.3	
0.27	-1.25	0.3	
0.275	-2	0.5	
0.28	-1.75	0.3	
0.285	-1	0.8	
0.29	-1.5	0.5	
0.295	-2.25	0.8	
0.3	-2	1.3	
0.305	-1.25	2	
0.31	-1.25	3	
0.315	-1.75	4.3	
0.32	-1.5	5.5	
0.325	-0.75	6.8	
0.33	-1.25	7.8	
0.335	-2.25	8.5	
0.34	-2	9.8	
0.345	-0.75	10.8	
0.35	-1	11.5	
0.355	-1.75	12.5	
0.36	-1.25	13.3	
0.365	-0.25	14.3	
0.37	-1	15	
0.375	-2	16	
0.38	-1.75	16.8	
0.385	-0.5	17.8	
0.39	-0.5	18.5	
0.395	-1.25	19	
0.4	-1.25	19.8	
0.405	-0.5	20.3	
0.41	-0.5	21	
0.415	-1.5	21.8	
0.42	-1.5	22.5	
0.425	-0.5	22.8	
0.43	-0.5	23.3	
0.435	-1.5	24	
0.44	-1.5	24.3	
0.445	-0.75	24.5	
0.45	-0.75	25	
0.455	-1	25.3	
0.46	-1	25.5	
0.465	-0.5	25.8	
0.47	-0.25	25.8	
0.475	-0.25	26	
0.48	-0.5	26.3	
0.485	-0.5	26.8	
0.49	-0.5	26.8	
0.495	-0.5	27	
0.5	-0.5	27	
0.505	0.75	27.3	
0.51	0.75	27.3	
0.515	1.25	27.3	
0.52	3	27.5	
0.525	4.5	27.3	
0.53	4.5	27.3	
0.535	3.25	27.5	
0.54	3.25	27.5	
0.545	3.5	27.8	
0.55	3.5	27.8	
0.555	0.75	27.8	
0.56	-1.5	27.8	
0.565	-2.25	27.8	
0.57	-3.25	27.8	
0.575	-4.75	27.8	
0.58	-5	27.8	
0.585	-3.5	27.8	
0.59	-3	28	
0.595	-3.25	28	
0.6	-3.25	28	
0.605	-2.5	28	
0.61	-2.5	28	
0.615	-3.25	28	
0.62	-3.25	28	
0.625	-2.25	28	
0.63	-2.25	28	
0.635	-2.5	27.8	
0.64	-2.5	27.8	
0.645	-1.5	27.8	
0.65	-2.5	27.8	
0.655	-5.75	27.8	
0.66	-9	27.8	
0.665	-10.5	27.8	
0.67	-10.5	27.5	
0.675	-0.5	27.5	
0.68	22	27.5	
0.685	57	27.5	
0.69	89.75	27.5	
0.695	84.75	27.5	
0.7	69.25	27.5	
0.705	54.75	27.5	
0.71	34.5	27.5	
0.715	15	27.5	
0.72	2.5	27.5	
0.725	-2.5	27.5	
0.73	-4.25	27.5	
0.735	-6.5	27.5	
0.74	-6.5	27.5	
0.745	-4.25	27.5	
0.75	-2.5	27.5	
0.755	-2.25	27.3	
0.76	-1.25	27.5	
0.765	-0.25	27.8	
0.77	0	27.5	
0.775	-0.25	27.5	
0.78	-0.25	27.5	
0.785	1	27.5	
0.79	1	27.5	
0.795	0.75	27.5	
0.8	0.75	27.5	
0.805	1.75	27.5	
0.81	1.75	27.5	
0.815	1.75	27.5	
0.82	1.75	27.5	
0.825	2.75	27.5	
0.83	2.75	27.5	
0.835	2.25	27.5	
0.84	2.25	27.5	
0.845	3	27.5	
0.85	3	27.5	
0.855	2.75	27.5	
0.86	2.75	27.5	
0.865	3.75	27.5	
0.87	3.75	27.5	
0.875	3.5	27.5	
0.88	3.5	27.5	
0.885	4.75	27.5	
0.89	5	27.5	
0.895	5	27.5	
0.9	5.25	27.5	
0.905	7	27.5	
0.91	7.5	27.5	
0.915	7	27.3	
0.92	8	27.5	
0.925	9.5	27.8	
0.93	10.25	27.5	
0.935	10.25	27.5	
0.94	11	27.5	
0.945	12.5	27.5	
0.95	12.75	27.3	
0.955	12.25	27.3	
0.96	13.25	27.3	
0.965	14.75	27.3	
0.97	14.75	27.3	
0.975	14	27.8	
0.98	13.75	27.5	
0.985	13.75	27.5	
0.99	12.5	27.5	
0.995	10.5	27.5	
1	9.25	27.8	
1.005	8.75	27.8	
1.01	7.25	27.8	
1.015	5	27.8	
1.02	4.25	27.5	
1.025	4.25	27.5	
1.03	3.5	27.5	
1.035	2	27.5	
1.04	2	27.3	
1.045	2.5	27.3	
1.05	1.75	27.8	
1.055	0.75	27.5	
1.06	0.75	27.5	
1.065	2	27.5	
1.07	1.75	27.5	
1.075	0.75	27.5	
1.08	0.75	27.3	
1.085	1.5	27.5	
1.09	1.25	27.5	
1.095	0.5	27.3	
1.1	0.75	27.8	
1.105	1.75	27.5	
1.11	1.5	27.5	
1.115	0.5	27.5	
1.12	0.75	27.5	
1.125	1.5	27.5	
1.13	1	27.5	
1.135	0.25	27.5	
1.14	0.5	27.3	
1.145	1.5	27.3	
1.15	1	27.3	
1.155	0.25	27.3	
1.16	0.5	27.3	
1.165	1.25	27.3	
1.17	1	27.3	
1.175	0	27.5	
1.18	0.25	27.5	
1.185	1	27.5	
1.19	0.75	27.5	
1.195	-0.25	27.3	
1.2	0	27.3	
1.205	1	27.3	
1.21	0.5	27.3	
1.215	-0.25	27.3	
1.22	-0.25	27.3	
1.225	0.75	27.3	
1.23	0.75	27.3	
1.235	0.25	27.3	
1.24	0	27.3	
1.245	1	27.3	
1.25	0.75	27.3	
1.255	-0.25	27.3	
1.26	-0.25	27.3	
1.265	0.75	27.3	
1.27	0.25	27.3	
1.275	-0.5	27.3	
1.28	-0.5	27.3	
1.285	0.25	27.3	
1.29	0.25	27.3	
1.295	-0.5	27.3	
1.3	-0.5	27.3	
1.305	0.5	27.3	
1.31	0	27.5	
1.315	-0.75	27.5	
1.32	-0.5	27.5	
1.325	0.5	27.5	
1.33	0.25	27.5	
1.335	-0.75	27.5	
1.34	-0.5	27.5	
1.345	0	27.3	
1.35	0.25	27.3	
1.355	-0.5	27.3	
1.36	-0.25	27.3	
1.365	0.75	27.3	
1.37	0.25	27.3	
1.375	-0.75	27.3	
1.38	-0.75	27.3	
1.385	0.25	27.3	
1.39	-0.25	27.3	
1.395	-0.75	27.3	
1.4	-0.5	27.3	
1.405	0.5	27.3	
1.41	0.25	27.3	
1.415	-0.75	27.3	
1.42	-0.75	27.3	
1.425	0	27.3	
1.43	0	27.3	
1.435	-0.75	27.3	
1.44	-0.75	27.3	
1.445	0	27.3	
1.45	0	27.3	
1.455	-0.75	27.3	
1.46	-0.75	27.3	
1.465	-0.25	27.3	
1.47	-0.25	27	
1.475	-0.75	27.3	
1.48	-0.75	27.3	
1.485	-0.25	27.3	
1.49	-0.25	27.3	
1.495	-1	27.3	
1.5	-1	27.3	
1.505	-0.25	27.3	
1.51	-0.25	27.3	
1.515	-0.5	27.3	
1.52	-0.5	27	
1.525	-0.25	27	
1.53	-0.25	27	
1.535	-1	27	
1.54	-1	27	
1.545	-0.5	27	
1.55	-0.5	27	
1.555	-1.25	27	
1.56	-1.25	27	
1.565	-0.25	27	
1.57	0	27	
1.575	-0.25	27	
1.58	0	27	
1.585	2	27	
1.59	3.25	27	
1.595	2.75	27	
1.6	1.75	27	
1.605	1.75	27	
1.61	1	27	
1.615	0.25	27	
1.62	0.25	27	
1.625	0	27	
1.63	-2.5	27	
1.635	-5	27	
1.64	-5.75	27	
1.645	-5.5	27	
1.65	-5.5	27	
1.655	-5.5	27	
1.66	-4.5	27	
1.665	-3.25	27.3	
1.67	-3.25	27.3	
1.675	-3.75	27.3	
1.68	-3.75	27.3	
1.685	-3.25	27	
1.69	-3.25	27	
1.695	-3.5	27	
1.7	-3.5	27	
1.705	-2.75	27	
1.71	-2.75	27	
1.715	-3.25	27	
1.72	-4	27.3	
1.725	-5	27.3	
1.73	-7.75	27.3	
1.735	-11.25	27.3	
1.74	-12.25	27	
1.745	-4.75	27	
1.75	14.5	27	
1.755	44	27	
1.76	81	27	
1.765	88.75	27	
1.77	72	27	
1.775	53.25	27	
1.78	32.25	27	
1.785	13	27	
1.79	-0.5	27	
1.795	-7	27	
1.8	-7.75	27.3	
1.805	-7.75	27.3	
1.81	-7.5	27.3	
1.815	-6.5	27	
1.82	-4.25	27	
1.825	-2.5	27	
1.83	-2.25	27	
1.835	-2.25	27	
1.84	-2.25	27	
1.845	-1	27	
1.85	-1	27.3	
1.855	-1.25	27.3	
1.86	-1.25	27.3	
1.865	-0.25	27	
1.87	-0.25	27	
1.875	-0.5	27	
1.88	-0.5	27.3	
1.885	0.75	27.3	
1.89	0.75	27.3	
1.895	0.25	27.3	
1.9	0.25	27.3	
1.905	1.25	27	
1.91	1	27	
1.915	0.5	27	
1.92	0.75	27	
1.925	2	27.3	
1.93	2	27.3	
1.935	1.5	27.3	
1.94	2	27.3	
1.945	3.25	27.3	
1.95	3	27.3	
1.955	2.5	27.3	
1.96	2.75	27.3	
1.965	4.75	27.3	
1.97	5	27.3	
1.975	4.75	27.3	
1.98	5.5	27.3	
1.985	7.5	27.3	
1.99	8.25	27.3	
1.995	8.25	27.3	
2	9	27.3	
2.005	10.75	27.3	
2.01	11.5	27.3	
2.015	11.5	27.3	
2.02	12.25	27.3	
2.025	14.25	27.3	
2.03	14.5	27.3	
2.035	14.25	27.3	
2.04	14.5	27.3	
2.045	15.5	27.3	
2.05	14.75	27.3	
2.055	13	27.3	
2.06	11.75	27.3	
2.065	11.25	27.3	
2.07	9.5	27.3	
2.075	7	27.3	
2.08	5.5	27.3	
2.085	5	27.3	
2.09	3.75	27.3	
2.095	1.5	27.3	
2.1	0.75	27.3	
2.105	0.75	27.3	
2.11	0	27.3	
2.115	-1.25	27	
2.12	-1.75	27	
2.125	-0.5	27	
2.13	-1.25	27	
2.135	-2.25	27	
2.14	-2.25	27	
2.145	-1.5	27	
2.15	-2	27	
2.155	-2.75	27	
2.16	-2.75	27	
2.165	-1.75	27	
2.17	-2	27	
2.175	-3	27	
2.18	-3	27	
2.185	-2.25	27	
2.19	-2.25	27	
2.195	-3.25	27	
2.2	-3.25	27.3	
2.205	-2.25	27.3	
2.21	-2.5	27.3	
2.215	-3.75	27.3	
2.22	-3.75	27.3	
2.225	-2.75	27.3	
2.23	-3	27.3	
2.235	-4	27.3	
2.24	-3.75	27	
2.245	-3.25	27	
2.25	-3.5	27	
2.255	-4.5	27	
2.26	-4.5	27	
2.265	-3.5	27	
2.27	-4	27	
2.275	-4.75	27.3	
2.28	-4.75	27.3	
2.285	-4	27	
2.29	-4	27	
2.295	-5	27	
2.3	-5	27	
2.305	-4	27	
2.31	-4	27	
2.315	-5	27	
2.32	-5.25	27	
2.325	-4	27	
2.33	-4.75	27	
2.335	-5.75	27	
2.34	-5.5	27	
2.345	-4.5	27	
2.35	-4.75	27	
2.355	-5.75	27	
2.36	-5.75	27.3	
2.365	-4.75	27.3	
2.37	-5.25	27.3	
2.375	-6	27.3	
2.38	-6.25	27.3	
2.385	-5.25	27	
2.39	-5.5	27	
2.395	-6.5	27	
2.4	-6.25	27	
2.405	-5.25	27	
2.41	-5.25	27	
2.415	-6.25	27	
2.42	-6.25	27	
2.425	-5.5	27	
2.43	-5.5	27	
2.435	-6.25	27.3	
2.44	-6.25	27.3	
2.445	-5.75	27.3	
2.45	-5.75	27.3	
2.455	-6.5	27.3	
2.46	-6.5	27.3	
2.465	-6	27	
2.47	-6	27	
2.475	-6.5	27	
2.48	-6.5	27	
2.485	-5.75	27	
2.49	-5.75	27	
2.495	-6.25	27	
2.5	-6.25	27	
2.505	-5.75	27	
2.51	-5.75	27	
2.515	-6.5	27	
2.52	-6.5	27	
2.525	-5.75	27	
2.53	-5.75	27	
2.535	-6.5	27.3	
2.54	-6.5	27.3	
2.545	-5.75	27.3	
2.55	-5.75	27.3	
2.555	-6.5	27.3	
2.56	-6.5	27.3	
2.565	-5.75	27	
2.57	-5.75	27	
2.575	-6.25	27	
2.58	-6.25	27	
2.585	-5.5	27	
2.59	-5.5	27	
2.595	-6.25	27	
2.6	-6.25	27	
2.605	-5.25	27	
2.61	-5.25	27.3	
2.615	-6	27.3	
2.62	-6	27.3	
2.625	-5.25	27.3	
2.63	-5.25	27.3	
2.635	-6	27.3	
2.64	-6	27.3	
2.645	-5.25	27.3	
2.65	-5.25	27.3	
2.655	-5.25	27.3	
2.66	-5.25	27.3	
2.665	-3.5	27.3	
2.67	-2.5	27.3	
2.675	-2.25	27.3	
2.68	-2.25	27.3	
2.685	-2	27.3	
2.69	-3	27.3	
2.695	-4.75	27.3	
2.7	-4.75	27.3	
2.705	-3.75	27.3	
2.71	-5.25	27.3	
2.715	-7.75	27.3	
2.72	-9.25	27.3	
2.725	-9.25	27.3	
2.73	-9.25	27.3	
2.735	-10	27.3	
2.74	-9.5	27.3	
2.745	-7.75	27.3	
2.75	-7.25	27.3	
2.755	-7.5	27.3	
2.76	-7.5	27.3	
2.765	-6.5	27	
2.77	-6.5	27	
2.775	-7	27	
2.78	-7	27	
2.785	-6	27.3	
2.79	-6	27.3	
2.795	-6	27.3	
2.8	-6	27.3	
2.805	-5.75	27.3	
2.81	-7.5	27	
2.815	-11	27	
2.82	-13.5	27	
2.825	-13.5	27	
2.83	-5.75	27.3	
2.835	14.5	27.3	
2.84	46.25	27.3	
2.845	82	27	
2.85	82.5	27	
2.855	64.75	27	
2.86	46.5	27	
2.865	26.25	27	
2.87	7.25	27.5	
2.875	-5.5	28.8	
2.88	-9.5	30.5	
2.885	-9.25	32	
2.89	-9.5	33	
2.895	-9.5	33.8	
2.9	-8	33.8	
2.905	-5	33.5	
2.91	-4	33.8	
2.915	-4.25	34.3	
2.92	-3.75	34.3	
2.925	-2.5	34.8	
2.93	-2.75	35.3	
2.935	-3.5	35.5	
2.94	-3.25	36	
2.945	-2	36.3	
2.95	-2	36.8	
2.955	-2.75	37	
2.96	-2.5	37.3	
2.965	-1.25	37.5	
2.97	-1	37.8	
2.975	-1.75	37.8	
2.98	-1.75	38	
2.985	-0.5	38.3	
2.99	-0.5	38.8	
2.995	-1.25	38.8	
3	-1	38.8	
3.005	0.25	39	
3.01	0.5	39	
3.015	-0.25	39.3	
3.02	0	39.3	
3.025	1	39.3	
3.03	1.25	39.5	
3.035	0.75	39.5	
3.04	1	39.5	
3.045	2.5	39.5	
3.05	2.75	39.5	
3.055	2.5	39.8	
3.06	3.25	39.8	
3.065	4.75	39.3	
3.07	5.5	39.5	
3.075	5.75	39.5	
3.08	6.75	39.5	
3.085	9	39.5	
3.09	10	39.5	
3.095	9.75	39.5	
3.1	10.5	39.8	
3.105	12.25	39.5	
3.11	12.5	39.5	
3.115	12.5	39.5	
3.12	12.75	39.5	
3.125	13.75	39.5	
3.13	13.5	39.8	
3.135	12	39.8	
3.14	11	39.8	
3.145	10.5	39.8	
3.15	9	39.8	
3.155	6.75	39.8	
3.16	5	39.8	
3.165	4.5	39.8	
3.17	2.75	39.8	
3.175	0.25	39.8	
3.18	-1	39.8	
3.185	-0.75	39.8	
3.19	-1.75	39.8	
3.195	-3.25	39.5	
3.2	-3.5	39.5	
3.205	-2.75	39.5	
3.21	-3.5	39.5	
3.215	-4.5	39.8	
3.22	-4.75	39.8	
3.225	-4	39.8	
3.23	-4.5	39.8	
3.235	-5.75	39.8	
3.24	-5.75	39.8	
3.245	-4.75	39.8	
3.25	-5.25	39.8	
3.255	-6	39.8	
3.26	-6	39.8	
3.265	-5.25	39.8	
3.27	-5.75	39.8	
3.275	-6.75	39.8	
3.28	-6.25	39.5	
3.285	-5.5	39.5	
3.29	-5.75	39.5	
3.295	-6.75	39.5	
3.3	-7.25	39.5	
3.305	-6.5	39.5	
3.31	-6.75	39.5	
3.315	-7.5	39.8	
3.32	-7.5	39.8	
3.325	-6.5	39.8	
3.33	-7	39.8	
3.335	-8	39.8	
3.34	-8	39.8	
3.345	-7	39.8	
3.35	-7.5	39.8	
3.355	-8.75	39.8	
3.36	-9	39.5	
3.365	-8.25	39.5	
3.37	-8.25	39.5	
3.375	-9.5	39.5	
3.38	-9.5	39.8	
3.385	-8.75	39.8	
3.39	-9.25	39.8	
3.395	-10	39.8	
3.4	-10.25	39.8	
3.405	-9.25	39.8	
3.41	-10	39.8	
3.415	-11	39.5	
3.42	-11.25	39.5	
3.425	-9.75	39.5	
3.43	-10.5	39.5	
3.435	-11.75	39.8	
3.44	-12	39.8	
3.445	-11.25	39.8	
3.45	-11.5	39.8	
3.455	-12.75	39.8	
3.46	-13	39.8	
3.465	-12.25	39.5	
3.47	-12.5	39.5	
3.475	-13.5	39.5	
3.48	-13.5	39.5	
3.485	-12.75	39.5	
3.49	-13.25	39.5	
3.495	-14.25	39.8	
3.5	-14.75	39.8	
3.505	-13.75	39.8	
3.51	-14	39.8	
3.515	-15.25	39.8	
3.52	-15.25	39.5	
3.525	-14.75	39.5	
3.53	-15.25	39.8	
3.535	-16	39.8	
3.54	-16	39.5	
3.545	-15.5	39.5	
3.55	-16	39.5	
3.555	-17	39.5	
3.56	-17	39.5	
3.565	-16	39.5	
3.57	-16.25	39.5	
3.575	-17.5	39.8	
3.58	-17.75	39.8	
3.585	-17	39.5	
3.59	-17.5	39.5	
3.595	-18.5	39.8	
3.6	-18.5	39.8	
3.605	-17.75	39.8	
3.61	-18.25	39.8	
3.615	-19.5	39.8	
3.62	-19.75	39.8	
3.625	-18.5	39.5	
3.63	-19	39.5	
3.635	-20.25	39.5	
3.64	-20.25	39.5	
3.645	-19.5	39.5	
3.65	-19.75	39.8	
3.655	-20.75	39.8	
3.66	-21	39.8	
3.665	-20.25	39.5	
3.67	-20.75	39.5	
3.675	-21.5	39.8	
3.68	-21.75	39.8	
3.685	-20.75	39.8	
3.69	-21.25	39.8	
3.695	-22.25	39.8	
3.7	-22.5	39.8	
3.705	-22	39.8	
3.71	-22.25	39.5	
3.715	-23.25	39.5	
3.72	-23.25	39.5	
3.725	-22.75	39.5	
3.73	-23	39.8	
3.735	-24	39.8	
3.74	-23.75	39.8	
3.745	-23	39.8	
3.75	-23	39.8	
3.755	-23.25	39.8	
3.76	-21.75	39.8	
3.765	-21.5	39.8	
3.77	-22.75	39.8	
3.775	-25	39.8	
3.78	-26.75	39.8	
3.785	-25.75	39.8	
3.79	-25.5	39.8	
3.795	-27.5	39.8	
3.8	-29.5	39.8	
3.805	-30	39.8	
3.81	-32	39.8	
3.815	-33	39.8	
3.82	-33.25	39.8	
3.825	-31.75	39.8	
3.83	-31.25	39.8	
3.835	-31.75	39.8	
3.84	-31.5	39.8	
3.845	-30.25	39.8	
3.85	-30.5	39.8	
3.855	-31.5	39.8	
3.86	-31.5	39.5	
3.865	-30.75	39.5	
3.87	-31	39.5	
3.875	-31.75	39.5	
3.88	-31.5	39.8	
3.885	-30.75	39.8	
3.89	-32	39.8	
3.895	-35.5	39.8	
3.9	-39	39.8	
3.905	-41	39.8	
3.91	-42	39.8	
3.915	-36	39.5	
3.92	-16.25	39.5	
3.925	15.5	39.5	
3.93	52.5	39.5	
3.935	55.5	39.8	
3.94	39	39.8	
3.945	24.5	39.8	
3.95	5.25	39.8	
3.955	-15.25	39.8	
3.96	-29.25	39.8	
3.965	-35.75	39.8	
3.97	-37.75	39.8	
3.975	-40	39.8	
3.98	-40	39.8	
3.985	-38	39.8	
3.99	-36.25	39.8	
3.995	-36	39.8	
4	-35.5	39.8	
4.005	-34.5	39.5	
4.01	-34.5	39.5	
4.015	-35	39.5	
4.02	-35	39.5	
4.025	-34.25	39.5	
4.03	-34.25	39.5	
4.035	-34.25	39.5	
4.04	-34.25	39.8	
4.045	-33.75	39.8	
4.05	-33.75	39.8	
4.055	-34.5	39.8	
4.06	-34.75	39.8	
4.065	-34.25	39.8	
4.07	-34.25	39.5	
4.075	-34.75	39.5	
4.08	-34.75	39.5	
4.085	-33.75	39.5	
4.09	-33.75	39.5	
4.095	-34.5	39.5	
4.1	-34.75	39.5	
4.105	-34.25	39.8	
4.11	-34	39.8	
4.115	-34.25	39.8	
4.12	-34.25	39.8	
4.125	-33.5	39.8	
4.13	-33.5	39.8	
4.135	-33.5	39.8	
4.14	-33.5	39.8	
4.145	-32.5	39.8	
4.15	-32.25	39.8	
4.155	-32	39.8	
4.16	-31.25	39.8	
4.165	-30	39.8	
4.17	-29.25	39.8	
4.175	-29.25	39.8	
4.18	-29.25	39.8	
4.185	-28	39.8	
4.19	-27.5	39.8	
4.195	-27.5	39.8	
4.2	-27.25	39.8	
4.205	-26	39.5	
4.21	-25.5	39.5	
4.215	-26	39.5	
4.22	-26.75	39.5	
4.225	-26.75	39.8	
4.23	-28	39.8	
4.235	-30.5	39.8	
4.24	-31.5	39.8	
4.245	-32	39.8	
4.25	-33.75	39.8	
4.255	-36.5	39.8	
4.26	-37.75	39.5	
4.265	-38	39.5	
4.27	-38.75	39.5	
4.275	-40.75	39.5	
4.28	-41.5	39.5	
4.285	-41.25	39.5	
4.29	-41.5	39.5	
4.295	-42.75	39.5	
4.3	-43.25	39.5	
4.305	-42.75	39.8	
4.31	-42.75	39.8	
4.315	-43.5	39.8	
4.32	-44	39.8	
4.325	-43.5	39.8	
4.33	-43.5	39.5	
4.335	-43.75	39.5	
4.34	-44	39.5	
4.345	-43.75	39.5	
4.35	-43.75	39.5	
4.355	-44.75	39.5	
4.36	-45	39.5	
4.365	-44.5	39.8	
4.37	-44.5	39.8	
4.375	-45.25	39.8	
4.38	-45.25	39.8	
4.385	-44.75	39.5	
4.39	-44.75	39.5	
4.395	-45.5	39.5	
4.4	-45.75	39.5	
4.405	-44.75	39.5	
4.41	-45	39.5	
4.415	-46	39.5	
4.42	-46.25	39.8	
4.425	-45.25	39.8	
4.43	-45.5	39.5	
4.435	-46.25	39.8	
4.44	-46.25	39.8	
4.445	-45.25	39.8	
4.45	-45.5	39.8	
4.455	-46.5	39.8	
4.46	-46.5	39.8	
4.465	-45.5	39.8	
4.47	-45.5	39.5	
4.475	-46.75	39.5	
4.48	-47	39.5	
4.485	-46	39.5	
4.49	-46	39.8	
4.495	-47	39.8	
4.5	-47.25	39.8	
4.505	-46.25	39.8	
4.51	-46.5	39.8	
4.515	-47.5	39.8	
4.52	-47.5	39.8	
4.525	-47	39.8	
4.53	-47.25	39.8	
4.535	-48.25	39.8	
4.54	-48	39.8	
4.545	-47	39.8	
4.55	-47.5	39.8	
4.555	-48.5	39.5	
4.56	-48.5	39.5	
4.565	-47.5	39.5	
4.57	-47.75	39.5	
4.575	-48.5	39.8	
4.58	-48.75	39.8	
4.585	-48	39.8	
4.59	-48	39.8	
4.595	-48.75	39.8	
4.6	-49	39.8	
4.605	-47.75	39.8	
4.61	-48	39.5	
4.615	-49	39.5	
4.62	-49	39.5	
4.625	-48.25	39.5	
4.63	-48.5	39.8	
4.635	-49.5	39.8	
4.64	-49.75	39.8	
4.645	-48.75	39.8	
4.65	-48.5	39.8	
4.655	-49.5	39.8	
4.66	-49.5	39.8	
4.665	-48.5	39.8	
4.67	-48.75	39.5	
4.675	-49.75	39.5	
4.68	-49.75	39.5	
4.685	-48.5	39.5	
4.69	-48.75	39.5	
4.695	-50	39.5	
4.7	-50	39.5	
4.705	-49	39.5	
4.71	-49.25	39.5	
4.715	-50	39.5	
4.72	-49.75	39.5	
4.725	-49	39.5	
4.73	-49.25	39.5	
4.735	-50	39.5	
4.74	-50	39.5	
4.745	-48.75	39.8	
4.75	-49.25	39.8	
4.755	-50.25	39.8	
4.76	-50.25	39.8	
4.765	-49.25	39.8	
4.77	-49.5	39.8	
4.775	-50.5	39.8	
4.78	-50.5	39.5	
4.785	-49.5	39.5	
4.79	-49.5	39.8	
4.795	-50	39.8	
4.8	-49.75	39.8	
4.805	-48.5	39.8	
4.81	-48.75	39.8	
4.815	-49.25	39.8	
4.82	-48	39.8	
4.825	-45.75	39.5	
4.83	-46	39.5	
4.835	-48	39.5	
4.84	-49	39.5	
4.845	-48.5	39.8	
4.85	-48.5	39.8	
4.855	-49	39.8	
4.86	-50.75	39.8	
4.865	-52	39.8	
4.87	-53.75	39.8	
4.875	-55.5	39.8	
4.88	-55.5	39.5	
4.885	-54.5	39.5	
4.89	-53.5	39.5	
4.895	-53.5	39.5	
4.9	-53.25	39.5	
4.905	-52.25	39.5	
4.91	-52.25	39.5	
4.915	-52.75	39.8	
4.92	-52.75	39.8	
4.925	-52.25	39.8	
4.93	-52.25	39.8	
4.935	-52.25	39.8	
4.94	-52.25	39.8	
4.945	-51	39.8	
4.95	-51	39.8	
4.955	-52.25	39.8	
4.96	-54.25	39.8	
4.965	-56.25	39.8	
4.97	-59	39.5	
4.975	-60.75	39.5	
4.98	-53.5	39.5	
4.985	-32	39.5	
4.99	0	39.3	
4.995	37.25	39.3	
5	42.25	40	
5.005	26	41.3	
5.01	8.75	43.3	
5.015	-12.5	45.3	
5.02	-33	46.5	
5.025	-45.5	47.3	
5.03	-52.75	47.3	
5.035	-54.75	46.8	
5.04	-55.5	47	
5.045	-54.75	47.3	
5.05	-53.5	47.5	
5.055	-52.25	47.8	
5.06	-51	48.5	
5.065	-49.25	48.8	
5.07	-49	49.3	
5.075	-49.25	49.5	
5.08	-49.25	50	
5.085	-48.5	50.3	
5.09	-48.25	50.5	
5.095	-48.25	50.8	
5.1	-48.25	50.8	
5.105	-47.25	51.3	
5.11	-47	51.3	
5.115	-47	51.5	
5.12	-47	51.8	
5.125	-46	51.8	
5.13	-46	51.8	
5.135	-46	52	
5.14	-46	52.3	
5.145	-45.25	52.3	
5.15	-45	52.5	
5.155	-45	52.5	
5.16	-45	52.5	
5.165	-44.25	52.5	
5.17	-44	52.5	
5.175	-44	52.5	
5.18	-44	52.3	
5.185	-42.75	52.5	
5.19	-42.5	52.5	
5.195	-42.5	52.5	
5.2	-42	52.8	
5.205	-40.75	52.8	
5.21	-40	52.8	
5.215	-40	52.8	
5.22	-39.5	52.3	
5.225	-37.5	52.5	
5.23	-36.75	52.5	
5.235	-36.5	52.5	
5.24	-35.25	52.8	
5.245	-33.5	52.8	
5.25	-33	52.8	
5.255	-33	52.8	
5.26	-32	52.8	
5.265	-30.25	52.8	
5.27	-30	52.8	
5.275	-30	52.8	
5.28	-30	52.8	
5.285	-30	52.8	
5.29	-30.5	52.8	
5.295	-32.25	53	
5.3	-33.5	52.8	
5.305	-33.75	52.8	
5.31	-35	52.8	
5.315	-37.5	52.8	
5.32	-38.75	52.8	
5.325	-39	52.8	
5.33	-40	52.8	
5.335	-41.75	52.5	
5.34	-42.25	52.5	
5.345	-42.25	52.5	
5.35	-42.25	52.5	
5.355	-43.25	52.8	
5.36	-43.25	52.8	
5.365	-42.75	52.8	
5.37	-42.75	52.8	
5.375	-43.25	52.8	
5.38	-43.25	52.8	
5.385	-42.5	52.8	
5.39	-42.5	52.8	
5.395	-42.5	52.8	
5.4	-42.5	52.8	
5.405	-41.75	52.8	
5.41	-41.75	52.5	
5.415	-42.75	52.5	
5.42	-42.5	52.5	
5.425	-41.25	52.5	
5.43	-41.25	52.3	
5.435	-42	52.5	
